click	market_price	weekday	hour	siteid	slot_w	slot_h	advertiser	pctr
0	37.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	7.0	5	23	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011184073947141011
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	210.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	11.0	5	23	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011184073947141011
0	17.0	5	23	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013177491361416035
0	243.0	5	21	d598b45bb4bdbed4c18e40e689a23aae	320	50	2997	0.08909207320172477
0	63.0	5	14	ff6e1d6db6fd295a9ba8162f0b83fd79	320	50	2997	0.006252564359531027
0	6.0	5	23	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011184073947141011
0	8.0	5	21	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.001127976883131396
0	203.0	5	22	342639a057c812b945d8be08e25dcc16	320	50	2997	0.8812189061524177
0	25.0	5	21	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013288869924094242
0	41.0	5	22	b1414832941218f3755ceab52df4d2d0	320	50	2997	0.022118023361535212
0	30.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	142.0	5	21	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013288869924094242
0	71.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	6.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	6.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	184.0	5	21	UNKNOWN_SITE	320	50	2997	0.5007492292011961
0	26.0	5	10	bdf39962b4d99f71edf06b24d3bff2c5	320	50	2997	0.19149132751309933
0	86.0	5	6	UNKNOWN_SITE	320	50	2997	0.5167358538220385
0	30.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	185.0	5	14	a1641f5c3a529ec39bd826c34ca0d0ce	320	50	2997	0.27188978967388033
0	11.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	10.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	6.0	5	3	UNKNOWN_SITE	320	50	2997	0.5199301184000342
0	31.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	54.0	5	8	UNKNOWN_SITE	320	50	2997	0.5146055678952551
0	6.0	5	4	UNKNOWN_SITE	320	50	2997	0.5188655316467191
0	35.0	5	18	UNKNOWN_SITE	320	50	2997	0.5039477233874275
0	33.0	5	9	UNKNOWN_SITE	320	50	2997	0.513540221035015
0	38.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	30.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	37.0	5	8	UNKNOWN_SITE	320	50	2997	0.5146055678952551
0	53.0	5	15	UNKNOWN_SITE	320	50	2997	0.5071458944929429
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	114.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	67.0	5	15	UNKNOWN_SITE	320	50	2997	0.5071458944929429
0	10.0	5	6	UNKNOWN_SITE	320	50	2997	0.5167358538220385
0	30.0	5	21	UNKNOWN_SITE	320	50	2997	0.5007492292011961
0	128.0	5	13	6a3dc58cd20b3927e4acc31338962d27	320	50	2997	0.6832228095499494
0	6.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	167.0	5	19	UNKNOWN_SITE	320	50	2997	0.5028815816314601
0	27.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	6.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	12.0	5	12	UNKNOWN_SITE	320	50	2997	0.5103434808631998
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	22.0	5	12	UNKNOWN_SITE	320	50	2997	0.5103434808631998
0	6.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	6.0	5	14	UNKNOWN_SITE	320	50	2997	0.5082118345034671
0	22.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	6.0	5	5	UNKNOWN_SITE	320	50	2997	0.5178007735727389
0	16.0	5	1	UNKNOWN_SITE	320	50	2997	0.5220587394003315
0	16.0	5	1	UNKNOWN_SITE	320	50	2997	0.5220587394003315
0	6.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	6.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	52.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	7.0	5	0	UNKNOWN_SITE	320	50	2997	0.5231227543919102
0	9.0	5	12	UNKNOWN_SITE	320	50	2997	0.5103434808631998
0	6.0	5	0	UNKNOWN_SITE	320	50	2997	0.5231227543919102
0	17.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	9.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	10.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	62.0	5	19	UNKNOWN_SITE	320	50	2997	0.5028815816314601
0	6.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	116.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	30.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	37.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	51.0	5	19	UNKNOWN_SITE	320	50	2997	0.5028815816314601
0	10.0	5	4	UNKNOWN_SITE	320	50	2997	0.5188655316467191
0	61.0	5	2	UNKNOWN_SITE	320	50	2997	0.5209945241949581
0	24.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	16.0	5	11	UNKNOWN_SITE	320	50	2997	0.5114091678471279
0	14.0	5	11	UNKNOWN_SITE	320	50	2997	0.5114091678471279
0	15.0	5	2	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.014394359297912536
0	5.0	5	23	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011184073947141011
0	6.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	6.0	5	21	UNKNOWN_SITE	320	50	2997	0.5007492292011961
0	6.0	5	21	UNKNOWN_SITE	320	50	2997	0.5007492292011961
0	19.0	5	18	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.3033555277785496
0	24.0	5	16	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.305161100060149
0	184.0	5	7	bd8be71204a0bf4948b70c711d8e12a2	320	50	2997	0.41645076396422015
0	5.0	5	22	b978ad24f57ab8107764eaf026a75aae	320	50	2997	0.0847929904771209
0	5.0	5	22	b978ad24f57ab8107764eaf026a75aae	320	50	2997	0.0847929904771209
0	14.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	19.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	18.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	18.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	18.0	5	14	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013686057204594378
0	26.0	5	23	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.29886812752946784
0	28.0	5	23	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.29886812752946784
0	10.0	5	15	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.01362860741661233
0	11.0	5	0	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0012335301503466822
0	6.0	5	14	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.30697268360315905
0	44.0	5	13	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.3078807183249434
0	27.0	5	21	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013288869924094242
0	181.0	5	23	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013177491361416035
0	53.0	5	23	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013177491361416035
0	218.0	5	23	bdf39962b4d99f71edf06b24d3bff2c5	320	50	2997	0.18305414097365075
0	17.0	5	11	b1414832941218f3755ceab52df4d2d0	320	50	2997	0.023155758241395045
0	9.0	5	21	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.30065851790290704
0	7.0	5	21	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.30065851790290704
0	11.0	5	2	UNKNOWN_SITE	320	50	2997	0.5209945241949581
0	11.0	5	2	UNKNOWN_SITE	320	50	2997	0.5209945241949581
0	106.0	5	13	UNKNOWN_SITE	320	50	2997	0.5092776998549439
0	106.0	5	13	UNKNOWN_SITE	320	50	2997	0.5092776998549439
0	29.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	9.0	5	15	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.001157178863890235
0	64.0	5	17	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013514420397827754
0	5.0	5	23	ef920f4f35e3a31b78a4b9eb2d6c191d	320	50	2997	0.08249498068417634
0	6.0	5	1	UNKNOWN_SITE	320	50	2997	0.5220587394003315
0	6.0	5	2	UNKNOWN_SITE	320	50	2997	0.5209945241949581
0	17.0	5	22	d2a51e14b53ff92ddae7e4ad46763aaa	320	50	2997	0.032699512633217014
0	79.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	67.0	5	23	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.29886812752946784
0	51.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	65.0	5	22	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.2997625582509652
0	22.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	70.0	5	22	526285110481ad7887ea16142d5e4161	320	50	2997	0.09720865205083577
0	193.0	5	22	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.2997625582509652
0	49.0	5	22	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.2997625582509652
0	49.0	5	22	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.2997625582509652
0	17.0	5	21	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.30065851790290704
0	63.0	5	16	ff6e1d6db6fd295a9ba8162f0b83fd79	320	50	2997	0.006199788931145612
0	23.0	5	8	80e2bf50cea1e8934f05072aef82b09	320	50	2997	0.024024321904807237
0	9.0	5	11	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.001177065162233718
0	6.0	5	7	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011972928000523303
0	6.0	5	0	UNKNOWN_SITE	320	50	2997	0.5231227543919102
0	140.0	5	15	UNKNOWN_SITE	320	50	2997	0.5071458944929429
0	38.0	5	23	26c4f2be7fbb7405f84e4cf89441e833	320	50	2997	0.06384011851577055
0	5.0	5	23	1385f7beeed81f9b3bc3c74cc817a3b3	320	50	2997	0.05234762407806532
0	52.0	5	8	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.3124431368540723
0	21.0	5	21	UNKNOWN_SITE	320	50	2997	0.5007492292011961
0	30.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	28.0	5	12	UNKNOWN_SITE	320	50	2997	0.5103434808631998
0	7.0	5	23	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011184073947141011
0	21.0	5	14	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013686057204594378
0	5.0	5	23	bfe0194bb73458dc88d321aa6296cc6d	320	50	2997	0.08899397292624985
0	9.0	5	10	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011820898444887032
0	9.0	5	12	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011720618132177506
0	13.0	5	11	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013859843219336716
0	215.0	5	23	be807b635165ed023c03c42927aeb8d2	320	50	2997	0.09554640045351123
0	15.0	5	18	80e2bf50cea1e8934f05072aef82b09	320	50	2997	0.023044395593326987
0	24.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	5.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	120.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	63.0	5	10	ff6e1d6db6fd295a9ba8162f0b83fd79	320	50	2997	0.0063594581372727575
0	14.0	5	16	UNKNOWN_SITE	320	50	2997	0.5060798895102594
0	140.0	5	13	UNKNOWN_SITE	320	50	2997	0.5092776998549439
0	30.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	150.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	64.0	5	22	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013233065034887796
0	6.0	5	22	1385f7beeed81f9b3bc3c74cc817a3b3	320	50	2997	0.05255959225003858
0	26.0	5	23	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.29886812752946784
0	87.0	5	10	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.31061373916959467
0	39.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	11.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	12.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	133.0	5	15	UNKNOWN_SITE	320	50	2997	0.5071458944929429
0	86.0	5	8	UNKNOWN_SITE	320	50	2997	0.5146055678952551
0	86.0	5	8	UNKNOWN_SITE	320	50	2997	0.5146055678952551
0	14.0	5	11	UNKNOWN_SITE	320	50	2997	0.5114091678471279
0	19.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	6.0	5	1	UNKNOWN_SITE	320	50	2997	0.5220587394003315
0	19.0	5	9	UNKNOWN_SITE	320	50	2997	0.513540221035015
0	56.0	5	7	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.3133600365781707
0	40.0	5	8	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.3124431368540723
0	39.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	25.0	5	13	bdf39962b4d99f71edf06b24d3bff2c5	320	50	2997	0.18951829765078743
0	6.0	5	10	UNKNOWN_SITE	320	50	2997	0.5124747511290395
0	14.0	5	16	b060642b75e22c725a3bcc47560a8997	320	50	2997	0.0011522599480149837
0	23.0	5	23	UNKNOWN_SITE	320	50	2997	0.4986168495169994
0	32.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	97.0	5	6	b1414832941218f3755ceab52df4d2d0	320	50	2997	0.02364303045539849
0	13.0	5	10	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013918254000355278
0	34.0	5	10	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.013918254000355278
0	11.0	5	15	6e9c0e0bc0e584838ad187cad9852248	320	50	2997	0.01362860741661233
0	81.0	5	10	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.31061373916959467
0	78.0	5	10	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.31061373916959467
0	131.0	5	15	UNKNOWN_SITE	320	50	2997	0.5071458944929429
0	7.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	11.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	15.0	5	17	5a2e28cdf84ea6715acb2c5a3a0a646f	320	50	2997	0.08263886814327384
0	69.0	5	23	a1641f5c3a529ec39bd826c34ca0d0ce	320	50	2997	0.26435815731180534
0	136.0	5	22	UNKNOWN_SITE	320	50	2997	0.49968303791785706
0	86.0	5	1	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.31889193997500703
0	149.0	5	1	166969dca29fc36424ecf71a3173dcd3	320	50	2997	0.045443067872009954
0	99.0	5	1	166969dca29fc36424ecf71a3173dcd3	320	50	2997	0.045443067872009954
0	61.0	5	11	166969dca29fc36424ecf71a3173dcd3	320	50	2997	0.04362854812626141
0	5.0	5	17	bb82c1b05a1efea07b2dc9b8c162a910	320	50	2997	0.06861793183521728
0	50.0	5	16	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.305161100060149
0	172.0	5	16	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.305161100060149
0	39.0	5	16	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.305161100060149
0	5.0	5	9	a76593f4d0a79496f1e6cf91f8bb15a5	320	50	2997	0.1017166254902492
0	5.0	5	9	a76593f4d0a79496f1e6cf91f8bb15a5	320	50	2997	0.1017166254902492
0	125.0	5	22	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.2997625582509652
0	24.0	5	4	UNKNOWN_SITE	320	50	2997	0.5188655316467191
0	189.0	5	21	UNKNOWN_SITE	320	50	2997	0.5007492292011961
0	6.0	5	13	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.3078807183249434
0	5.0	5	3	d63d96468f66986d5a8eb5225ad0b6f0	320	50	2997	0.3170421946976954
0	221.0	5	13	UNKNOWN_SITE	320	50	2997	0.5092776998549439
